% CNT-91 measurement	26/08/2019	10:56:19	Periode [s]0	
0.000000	133237911.000000
0.010000	133288118.000000
0.020000	133270312.000000
0.030000	133278126.000000
0.040000	133268992.000000
0.050000	133259723.000000
0.060000	133253354.000000
0.070000	133259029.000000
0.080000	133292655.000000
0.090000	133251479.000000
0.100000	133272384.000000
0.110000	133234773.000000
0.120000	133233121.000000
0.130000	133223226.000000
0.140000	133238587.000000
0.150000	133287838.000000
0.160000	133263614.000000
0.170000	133236244.000000
0.180000	133266605.000000
0.190000	133268706.000000
0.200000	133228617.000000
0.210000	133231223.000000
0.220000	133212546.000000
0.230000	133273454.000000
0.240000	133315596.000000
0.250000	133290406.000000
0.260000	133263387.000000
0.270000	133278966.000000
0.280000	133247271.000000
0.290000	133260807.000000
0.300000	133210795.000000
0.310000	133225827.000000
0.320000	133250630.000000
0.330000	133266873.000000
0.340000	133254858.000000
0.350000	133241270.000000
0.360000	133241349.000000
0.370000	133232038.000000
0.380000	133244274.000000
0.390000	133286033.000000
0.400000	133288218.000000
0.410000	133283806.000000
0.420000	133287583.000000
0.430000	133255088.000000
0.440000	133260890.000000
0.450000	133235033.000000
0.460000	133219941.000000
0.470000	133249012.000000
0.480000	133269064.000000
0.490000	133240892.000000
0.500000	133230995.000000
0.510000	133264513.000000
0.520000	133275762.000000
0.530000	133254977.000000
0.540000	133265472.000000
0.550000	133243538.000000
0.560000	133276996.000000
0.570000	133254913.000000
0.580000	133280088.000000
0.590000	133227021.000000
0.600000	133260378.000000
0.610000	133207313.000000
0.620000	133236030.000000
0.630000	133281513.000000
0.640000	133236417.000000
0.650000	133262340.000000
0.660000	133272493.000000
0.670000	133223079.000000
0.680000	133247487.000000
0.690000	133253758.000000
0.700000	133257161.000000
0.710000	133232444.000000
0.720000	133250344.000000
0.730000	133236196.000000
0.740000	133257395.000000
0.750000	133251117.000000
0.760000	133231952.000000
0.770000	133254454.000000
0.780000	133260057.000000
0.790000	133211833.000000
0.800000	133282478.000000
0.810000	133246369.000000
0.820000	133240659.000000
0.830000	133265424.000000
0.840000	133279495.000000
0.850000	133255559.000000
0.860000	133239538.000000
0.870000	133302674.000000
0.880000	133262940.000000
0.890000	133273905.000000
0.900000	133293451.000000
0.910000	133253221.000000
0.920000	133300223.000000
0.930000	133246493.000000
0.940000	133309552.000000
0.950000	133257449.000000
0.960000	133269186.000000
0.970000	133265980.000000
0.980000	133253843.000000
0.990000	133283183.000000
1.000000	133262250.000000
1.010000	133246176.000000
1.020000	133247281.000000
1.030000	133220778.000000
1.040000	133225385.000000
1.050000	133229803.000000
1.060000	133256364.000000
1.070000	133237914.000000
1.080000	133252697.000000
1.090000	133233848.000000
1.100000	133228131.000000
1.110000	133228386.000000
1.120000	133228378.000000
1.130000	133265211.000000
1.140000	133288678.000000
1.150000	133243079.000000
1.160000	133253364.000000
1.170000	133251497.000000
1.180000	133242988.000000
1.190000	133205665.000000
1.200000	133256017.000000
1.210000	133262440.000000
1.220000	133239355.000000
1.230000	133282622.000000
1.240000	133266977.000000
1.250000	133237695.000000
1.260000	133234489.000000
1.270000	133271662.000000
1.280000	133303128.000000
1.290000	133270452.000000
1.300000	133242891.000000
1.310000	133244702.000000
1.320000	133252225.000000
1.330000	133263282.000000
1.340000	133250748.000000
1.350000	133252893.000000
1.360000	133240387.000000
1.370000	133284048.000000
