% CNT-91 measurement	27/08/2019	09:05:16	Periode [s]0	
0.000000	133167000.000000
0.000010	133132000.000000
0.000020	133213000.000000
0.000030	133289000.000000
0.000040	133250000.000000
0.000050	133172000.000000
0.000060	133243000.000000
0.000070	133366000.000000
0.000080	133264000.000000
0.000090	133258000.000000
0.000100	133023000.000000
0.000110	133208000.000000
0.000120	133346000.000000
0.000130	133348000.000000
0.000140	133247000.000000
0.000150	133320000.000000
0.000160	133236000.000000
0.000170	133356000.000000
0.000180	133183000.000000
0.000190	133210000.000000
0.000200	133316000.000000
0.000210	133314000.000000
0.000220	133290000.000000
0.000230	133301000.000000
0.000240	133261000.000000
0.000250	133317000.000000
0.000260	133229000.000000
0.000270	133339000.000000
0.000280	133249000.000000
0.000290	133335000.000000
0.000300	133301000.000000
0.000310	133198000.000000
0.000320	133083000.000000
0.000330	133250000.000000
0.000340	133310000.000000
0.000350	133299000.000000
0.000360	133151000.000000
0.000370	133238000.000000
0.000380	133257000.000000
0.000390	133352000.000000
0.000400	133336000.000000
0.000410	133353000.000000
0.000420	133261000.000000
0.000430	133301000.000000
0.000440	133335000.000000
0.000450	133311000.000000
0.000460	133337000.000000
0.000470	133333000.000000
0.000480	133339000.000000
0.000490	133329000.000000
0.000500	133306000.000000
0.000510	133299000.000000
0.000520	133352000.000000
0.000530	133331000.000000
0.000540	133363000.000000
0.000550	133286000.000000
0.000560	133212000.000000
0.000570	133241000.000000
0.000580	133268000.000000
0.000590	133247000.000000
0.000600	133264000.000000
0.000610	133190000.000000
0.000620	133169000.000000
0.000630	133116000.000000
0.000640	133202000.000000
0.000650	133248000.000000
0.000660	133352000.000000
0.000670	133271000.000000
0.000680	133314000.000000
0.000690	133177000.000000
0.000700	133223000.000000
0.000710	133378000.000000
0.000720	133322000.000000
0.000730	133423000.000000
0.000740	133203000.000000
0.000750	133242000.000000
0.000760	133287000.000000
0.000770	133148000.000000
0.000780	133337000.000000
0.000790	133198000.000000
0.000800	133337000.000000
0.000810	133064000.000000
0.000820	133197000.000000
0.000830	133129000.000000
0.000840	133082000.000000
0.000850	133218000.000000
0.000860	133126000.000000
0.000870	133308000.000000
0.000880	133375000.000000
